WP	WO	TC	sequence	scope	est-min
OE-IPS/H-21 12Y+6Y+LDG		20-530-00-01	1	MECH-ENG	0.500000
OE-IPS/H-21 12Y+6Y+LDG		20-540-00-01	1	MECH-ENG	0.500000
OE-IPS/H-21 12Y+6Y+LDG		20-550-00-01	1	AVIO	2.000000
OE-IPS/H-21 12Y+6Y+LDG		20-560-00-01	1	AVIO	2.000000
OE-IPS/H-21 12Y+6Y+LDG		20-570-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		20-580-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		20-590-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		20-600-00-01	1	AVIO	3.000000
OE-IPS/H-21 12Y+6Y+LDG		20-610-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		20-620-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		21-010-00-01	1	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		21-015-00-01	1	MECH-INT	0.800000
OE-IPS/H-21 12Y+6Y+LDG		21-020-00-01	1	AVIO	0.200000
OE-IPS/H-21 12Y+6Y+LDG		32-350-00-01	1	MECH-LDG	0.216666
OE-IPS/H-21 12Y+6Y+LDG		21-030-00-01	1	AVIO	0.200000
OE-IPS/H-21 12Y+6Y+LDG		21-040-00-01	1	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		21-050-00-01	1	MECH-INT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		21-060-00-01	1	MECH-INT	0.183333
OE-IPS/H-21 12Y+6Y+LDG		21-150-00-01	1	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		21-150-00-01	2	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		21-150-00-01	3	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		23-030-00-01	1	AVIO	1.433333
OE-IPS/H-21 12Y+6Y+LDG		23-030-00-01	2	AVIO	0.583333
OE-IPS/H-21 12Y+6Y+LDG		23-040-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		23-050-00-01	1	AVIO	0.150000
OE-IPS/H-21 12Y+6Y+LDG		23-080-00-01	1	MECH-INT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		23-080-00-01	2	MECH-INT	0.016666
OE-IPS/H-21 12Y+6Y+LDG		24-010-01-01	1	MECH-ENG	1.600000
OE-IPS/H-21 12Y+6Y+LDG		24-010-02-01	1	MECH-ENG	1.600000
OE-IPS/H-21 12Y+6Y+LDG		24-020-01-01	1	MECH-ENG	0.316666
OE-IPS/H-21 12Y+6Y+LDG		24-020-02-01	1	MECH-ENG	0.316666
OE-IPS/H-21 12Y+6Y+LDG		24-030-01-01	1	MECH-ENG	0.316666
OE-IPS/H-21 12Y+6Y+LDG		24-030-02-01	1	MECH-ENG	0.316666
OE-IPS/H-21 12Y+6Y+LDG		24-040-01-01	1	MECH-ENG	1.600000
OE-IPS/H-21 12Y+6Y+LDG		24-040-01-01	2	MECH-ENG	0.016666
OE-IPS/H-21 12Y+6Y+LDG		24-040-02-01	1	MECH-ENG	1.600000
OE-IPS/H-21 12Y+6Y+LDG		24-040-02-01	2	MECH-ENG	0.016666
OE-IPS/H-21 12Y+6Y+LDG		24-050-01-01	1	MECH-ENG	0.633333
OE-IPS/H-21 12Y+6Y+LDG		24-050-02-01	1	MECH-ENG	0.633333
OE-IPS/H-21 12Y+6Y+LDG		24-100-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		24-130-00-01	1	MECH-EXT	0.100000
OE-IPS/H-21 12Y+6Y+LDG		24-140-00-01	1	MECH-EXT	0.100000
OE-IPS/H-21 12Y+6Y+LDG		25-010-01-01	1	MECH-INT	1.600000
OE-IPS/H-21 12Y+6Y+LDG		25-010-02-01	1	MECH-INT	1.600000
OE-IPS/H-21 12Y+6Y+LDG		25-020-00-01	1	MECH-INT	1.916666
OE-IPS/H-21 12Y+6Y+LDG		25-030-00-01	1	MECH-INT	0.633333
OE-IPS/H-21 12Y+6Y+LDG		25-040-00-01	1	SEAT	3.200000
OE-IPS/H-21 12Y+6Y+LDG		25-040-00-01	2	SEAT	3.200000
OE-IPS/H-21 12Y+6Y+LDG		25-070-00-01	1	SEAT	3.200000
OE-IPS/H-21 12Y+6Y+LDG		25-090-00-01	1	MECH-INT	0.483333
OE-IPS/H-21 12Y+6Y+LDG		25-090-00-01	2	MECH-INT	0.483333
OE-IPS/H-21 12Y+6Y+LDG		25-100-00-01	1	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		25-100-00-01	2	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		25-130-00-01	1	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		25-130-00-01	2	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		25-160-00-01	1	MECH-INT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		25-160-00-02	1	MECH-INT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		25-170-00-01	1	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		25-170-00-02	1	MECH-INT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		25-330-00-01	1	MECH-INT	0.050000
OE-IPS/H-21 12Y+6Y+LDG		25-330-00-01	2	MECH-INT	0.050000
OE-IPS/H-21 12Y+6Y+LDG		25-350-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		25-370-00-01	1	MECH-INT	1.666666
OE-IPS/H-21 12Y+6Y+LDG		25-370-00-01	2	MECH-INT	0.833333
OE-IPS/H-21 12Y+6Y+LDG		25-370-00-01	3	MECH-INT	0.833333
OE-IPS/H-21 12Y+6Y+LDG		25-370-00-01	4	MECH-INT	1.666666
OE-IPS/H-21 12Y+6Y+LDG		25-380-00-01	1	MECH-INT	0.033333
OE-IPS/H-21 12Y+6Y+LDG		25-380-00-01	2	MECH-INT	0.033333
OE-IPS/H-21 12Y+6Y+LDG		25-380-00-01	3	MECH-INT	0.033333
OE-IPS/H-21 12Y+6Y+LDG		25-400-00-01	1	MECH-INT	0.050000
OE-IPS/H-21 12Y+6Y+LDG		25-400-00-01	2	MECH-INT	0.050000
OE-IPS/H-21 12Y+6Y+LDG		25-400-00-01	3	MECH-INT	0.050000
OE-IPS/H-21 12Y+6Y+LDG		26-010-00-01	1	AVIO	0.166666
OE-IPS/H-21 12Y+6Y+LDG		26-010-00-01	2	AVIO	0.333333
OE-IPS/H-21 12Y+6Y+LDG		26-020-00-01	1	MECH-INT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		26-020-00-01	2	MECH-INT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		26-020-00-01	3	MECH-INT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		26-050-00-01	1	MECH-ENG	0.100000
OE-IPS/H-21 12Y+6Y+LDG		26-050-00-01	2	MECH-ENG	0.066666
OE-IPS/H-21 12Y+6Y+LDG		26-300-00-01	1	MECH-INT	0.200000
OE-IPS/H-21 12Y+6Y+LDG		26-300-00-01	2	MECH-INT	0.433333
OE-IPS/H-21 12Y+6Y+LDG		26-370-00-01	1	AVIO	0.166666
OE-IPS/H-21 12Y+6Y+LDG		26-370-00-01	2	AVIO	0.833333
OE-IPS/H-21 12Y+6Y+LDG		26-370-00-01	3	MECH-INT	0.016666
OE-IPS/H-21 12Y+6Y+LDG		26-550-02-01	1	MECH-LDG	3.000000
OE-IPS/H-21 12Y+6Y+LDG		27-011-00-01	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-013-01-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-013-01-01	2	MECH-EXT	1.500000
OE-IPS/H-21 12Y+6Y+LDG		27-013-02-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-013-02-01	2	MECH-EXT	1.500000
OE-IPS/H-21 12Y+6Y+LDG		27-026-01-01	1	MECH-EXT	1.600000
OE-IPS/H-21 12Y+6Y+LDG		27-026-02-01	1	MECH-EXT	1.600000
OE-IPS/H-21 12Y+6Y+LDG		27-033-00-01	1	MECH-EXT	0.633333
OE-IPS/H-21 12Y+6Y+LDG		27-034-01-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-034-02-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-040-00-01	1	MECH-EXT	0.633333
OE-IPS/H-21 12Y+6Y+LDG		27-041-00-01	1	MECH-EXT	1.500000
OE-IPS/H-21 12Y+6Y+LDG		27-041-00-01	2	MECH-EXT	1.500000
OE-IPS/H-21 12Y+6Y+LDG		27-046-00-01	1	MECH-EXT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		27-047-00-01	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-047-00-01	2	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-047-00-01	3	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-047-00-01	4	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-048-00-01	1	MECH-EXT	0.433333
OE-IPS/H-21 12Y+6Y+LDG		27-048-00-01	2	MECH-EXT	0.433333
OE-IPS/H-21 12Y+6Y+LDG		27-048-00-01	3	MECH-EXT	0.433333
OE-IPS/H-21 12Y+6Y+LDG		27-056-00-01	1	MECH-EXT	0.483333
OE-IPS/H-21 12Y+6Y+LDG		27-056-00-01	2	MECH-EXT	0.483333
OE-IPS/H-21 12Y+6Y+LDG		27-070-00-01	1	MECH-EXT	2.400000
OE-IPS/H-21 12Y+6Y+LDG		27-070-00-02	1	MECH-EXT	2.400000
OE-IPS/H-21 12Y+6Y+LDG		27-086-00-01	1	MECH-EXT	0.150000
OE-IPS/H-21 12Y+6Y+LDG		27-086-00-01	2	MECH-EXT	0.150000
OE-IPS/H-21 12Y+6Y+LDG		27-093-00-01	1	MECH-EXT	3.200000
OE-IPS/H-21 12Y+6Y+LDG		27-093-00-02	1	MECH-EXT	3.200000
OE-IPS/H-21 12Y+6Y+LDG		27-098-01-01	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-099-00-01	1	MECH-EXT	4.483333
OE-IPS/H-21 12Y+6Y+LDG		27-099-00-02	1	MECH-EXT	4.483333
OE-IPS/H-21 12Y+6Y+LDG		27-100-00-01	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-101-00-01	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-107-00-01	1	MECH-EXT	0.633333
OE-IPS/H-21 12Y+6Y+LDG		27-110-00-01	1	MECH-EXT	0.633333
OE-IPS/H-21 12Y+6Y+LDG		27-114-00-01	1	AVIO	0.233333
OE-IPS/H-21 12Y+6Y+LDG		27-114-00-01	2	AVIO	0.233333
OE-IPS/H-21 12Y+6Y+LDG		27-114-00-01	3	MECH-EXT	0.016666
OE-IPS/H-21 12Y+6Y+LDG		27-132-00-01	1	MECH-EXT	0.966666
OE-IPS/H-21 12Y+6Y+LDG		27-136-01-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-136-02-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-138-00-01	1	MECH-EXT	1.666666
OE-IPS/H-21 12Y+6Y+LDG		27-138-00-01	2	MECH-EXT	0.333333
OE-IPS/H-21 12Y+6Y+LDG		27-138-00-02	1	MECH-EXT	1.666666
OE-IPS/H-21 12Y+6Y+LDG		27-138-00-02	2	MECH-EXT	0.333333
OE-IPS/H-21 12Y+6Y+LDG		27-140-01-01	1	MECH-EXT	0.666666
OE-IPS/H-21 12Y+6Y+LDG		27-140-01-01	2	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-140-01-01	3	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-140-02-01	1	MECH-EXT	0.666666
OE-IPS/H-21 12Y+6Y+LDG		27-140-02-01	2	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-140-02-01	3	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-144-00-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-144-00-01	2	MECH-EXT	0.133333
OE-IPS/H-21 12Y+6Y+LDG		27-144-00-01	3	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-144-00-02	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-144-00-02	2	MECH-EXT	0.133333
OE-IPS/H-21 12Y+6Y+LDG		27-144-00-02	3	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-152-01-01	1	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-152-01-01	2	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-152-02-01	1	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-152-02-01	2	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-154-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		27-154-00-01	2	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		27-162-00-01	1	AVIO	0.200000
OE-IPS/H-21 12Y+6Y+LDG		27-162-00-01	2	AVIO	0.200000
OE-IPS/H-21 12Y+6Y+LDG		27-162-00-01	3	AVIO	0.200000
OE-IPS/H-21 12Y+6Y+LDG		27-170-01-01	1	MECH-EXT	1.666666
OE-IPS/H-21 12Y+6Y+LDG		27-170-01-01	2	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		27-170-02-01	1	MECH-EXT	1.666666
OE-IPS/H-21 12Y+6Y+LDG		27-170-02-01	2	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		27-174-01-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-174-02-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-176-01-01	1	MECH-EXT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		27-176-02-01	1	MECH-EXT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		27-178-00-01	1	MECH-EXT	0.633333
OE-IPS/H-21 12Y+6Y+LDG		27-182-00-01	1	MECH-EXT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		27-182-01-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-182-02-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-186-00-01	1	MECH-EXT	0.316666
OE-IPS/H-21 12Y+6Y+LDG		27-187-00-01	1	MECH-EXT	0.983333
OE-IPS/H-21 12Y+6Y+LDG		27-190-00-01	1	MECH-EXT	0.600000
OE-IPS/H-21 12Y+6Y+LDG		27-196-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-214-00-01	1	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		27-214-00-01	2	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		27-215-01-01	1	MECH-EXT	1.116666
OE-IPS/H-21 12Y+6Y+LDG		27-215-01-01	2	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-215-02-01	1	MECH-EXT	1.116666
OE-IPS/H-21 12Y+6Y+LDG		27-215-02-01	2	MECH-EXT	0.166666
OE-IPS/H-21 12Y+6Y+LDG		27-215-03-01	1	MECH-EXT	0.966666
OE-IPS/H-21 12Y+6Y+LDG		27-216-00-01	1	MECH-EXT	2.233333
OE-IPS/H-21 12Y+6Y+LDG		27-218-00-01	1	MECH-EXT	0.966666
OE-IPS/H-21 12Y+6Y+LDG		27-220-01-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-220-02-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-222-01-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-222-02-01	1	MECH-EXT	1.283333
OE-IPS/H-21 12Y+6Y+LDG		27-224-00-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		27-225-01-01	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-225-02-01	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-226-00-01	1	MECH-EXT	2.716666
OE-IPS/H-21 12Y+6Y+LDG		27-226-00-02	1	MECH-EXT	2.716666
OE-IPS/H-21 12Y+6Y+LDG		27-226-00-03	1	MECH-EXT	2.716666
OE-IPS/H-21 12Y+6Y+LDG		27-226-00-04	1	MECH-EXT	2.716666
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-01	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-02	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-03	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-04	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-05	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-06	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-07	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-228-00-08	1	MECH-EXT	2.000000
OE-IPS/H-21 12Y+6Y+LDG		27-229-00-01	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-229-00-02	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		27-230-00-01	1	MECH-EXT	2.766666
OE-IPS/H-21 12Y+6Y+LDG		27-230-00-02	1	MECH-EXT	2.766666
OE-IPS/H-21 12Y+6Y+LDG		27-235-00-02	1	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		27-235-00-02	2	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		27-235-00-02	3	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		27-235-00-02	4	MECH-EXT	0.250000
OE-IPS/H-21 12Y+6Y+LDG		28-010-00-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		28-020-01-01	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		28-020-02-01	1	MECH-EXT	1.000000
OE-IPS/H-21 12Y+6Y+LDG		28-030-01-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		28-030-02-01	1	MECH-EXT	0.500000
OE-IPS/H-21 12Y+6Y+LDG		28-050-00-01	1	MECH-ENG	1.600000
OE-IPS/H-21 12Y+6Y+LDG		28-054-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		28-056-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		28-115-00-01	1	MECH-EXT	0.966666
OE-IPS/H-21 12Y+6Y+LDG		28-150-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		28-150-00-02	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		28-201-00-01	1	AVIO	0.150000
OE-IPS/H-21 12Y+6Y+LDG		28-204-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		28-205-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		28-207-00-01	1	AVIO	0.150000
OE-IPS/H-21 12Y+6Y+LDG		28-208-00-01	1	AVIO	0.100000
OE-IPS/H-21 12Y+6Y+LDG		28-211-00-02	1	AVIO	2.000000
OE-IPS/H-21 12Y+6Y+LDG		28-213-00-01	1	AVIO	0.500000
OE-IPS/H-21 12Y+6Y+LDG		29-030-01-01	1	MECH-LDG	0.650000
OE-IPS/H-21 12Y+6Y+LDG		29-030-01-01	2	MECH-LDG	0.150000
OE-IPS/H-21 12Y+6Y+LDG		29-030-02-01	1	MECH-LDG	0.650000
OE-IPS/H-21 12Y+6Y+LDG		29-030-02-01	2	MECH-LDG	0.150000
OE-IPS/H-21 12Y+6Y+LDG		29-050-01-01	1	MECH-LDG	0.650000
OE-IPS/H-21 12Y+6Y+LDG		29-050-02-01	1	MECH-LDG	0.650000
OE-IPS/H-21 12Y+6Y+LDG		29-070-00-02	1	MECH-LDG	0.833333
OE-IPS/H-21 12Y+6Y+LDG		29-080-00-01	1	MECH-LDG	1.500000
OE-IPS/H-21 12Y+6Y+LDG		29-090-00-01	1	MECH-LDG	0.083333
VQ-BBQ/H-21 12Y+6Y+LDG		20-550-00-01	1	AVIO	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		23-050-00-01	1	AVIO	0.150000
VQ-BBQ/H-21 12Y+6Y+LDG		24-060-01-01	1	MECH-ENG	0.600000
VQ-BBQ/H-21 12Y+6Y+LDG		26-370-00-01	1	AVIO	0.166666
VQ-BBQ/H-21 12Y+6Y+LDG		26-370-00-01	2	AVIO	0.833333
VQ-BBQ/H-21 12Y+6Y+LDG		26-370-00-01	3	MECH-INT	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		27-046-00-01	1	MECH-EXT	0.316666
VQ-BBQ/H-21 12Y+6Y+LDG		27-070-00-01	1	MECH-EXT	2.400000
VQ-BBQ/H-21 12Y+6Y+LDG		27-176-01-01	1	MECH-EXT	0.316666
VQ-BBQ/H-21 12Y+6Y+LDG		27-220-02-01	1	MECH-EXT	1.283333
VQ-BBQ/H-21 12Y+6Y+LDG		27-228-00-05	1	MECH-EXT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		29-250-00-01	1	MECH-LDG	2.666666
VQ-BBQ/H-21 12Y+6Y+LDG		29-250-00-01	2	MECH-LDG	0.333333
VQ-BBQ/H-21 12Y+6Y+LDG		32-070-00-01	1	MECH-LDG	1.783333
VQ-BBQ/H-21 12Y+6Y+LDG		32-240-00-01	1	MECH-LDG	0.250000
VQ-BBQ/H-21 12Y+6Y+LDG		32-240-00-01	2	MECH-LDG	0.250000
VQ-BBQ/H-21 12Y+6Y+LDG		32-240-00-01	3	MECH-LDG	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		33-060-00-01	1	AVIO	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		52-010-00-03	1	MECH-INT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		52-360-00-01	1	MECH-INT	1.600000
VQ-BBQ/H-21 12Y+6Y+LDG		52-822-01-01	1	MECH-INT	0.250000
VQ-BBQ/H-21 12Y+6Y+LDG		53-280-00-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		53-876-00-01	1	MECH-INT	2.150000
VQ-BBQ/H-21 12Y+6Y+LDG		55-834-01-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-310-01-01	1	MECH-EXT	3.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-802-01-01	1	MECH-EXT	0.166666
VQ-BBQ/H-21 12Y+6Y+LDG		57-802-01-01	2	MECH-EXT	0.166666
VQ-BBQ/H-21 12Y+6Y+LDG		57-802-01-01	3	MECH-EXT	0.166666
VQ-BBQ/H-21 12Y+6Y+LDG		57-874-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-920-02-01	1	MECH-LDG	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		72-210-02-01	1	NDT	1.600000
VQ-BBQ/H-21 12Y+6Y+LDG		73-020-02-01	1	MECH-ENG	0.250000
VQ-BBQ/H-21 12Y+6Y+LDG		79-040-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		79-040-02-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-110-01-01	1	AVIO	3.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-110-02-01	1	AVIO	3.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-290-00-01	1	MECH-LDG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-300-00-01	1	MECH-LDG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-300-00-01	2	MECH-INT	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		20-305-00-01	1	AVIO	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-305-00-01	2	MECH-INT	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		20-310-00-01	1	MECH-INT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-320-00-01	1	AVIO	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-325-00-01	1	AVIO	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-330-00-01	1	MECH-INT	3.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-335-00-01	1	AVIO	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-340-00-01	1	MECH-INT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-350-00-01	1	MECH-INT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-360-00-01	1	AVIO	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-370-00-01	1	MECH-INT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-375-00-01	1	AVIO	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-380-00-01	1	MECH-INT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-390-00-01	1	MECH-INT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-400-00-01	1	MECH-INT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-410-00-01	1	AVIO	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-415-00-01	1	AVIO	3.200000
VQ-BBQ/H-21 12Y+6Y+LDG		20-420-00-01	1	MECH-INT	3.200000
VQ-BBQ/H-21 12Y+6Y+LDG		20-430-00-01	1	MECH-INT	4.800000
VQ-BBQ/H-21 12Y+6Y+LDG		20-440-00-01	1	MECH-INT	3.166666
VQ-BBQ/H-21 12Y+6Y+LDG		20-440-00-01	2	MECH-INT	1.583333
VQ-BBQ/H-21 12Y+6Y+LDG		20-450-00-01	1	AVIO	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-460-00-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-465-00-01	1	AVIO	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-470-00-01	1	AVIO	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-480-00-01	1	AVIO	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-490-00-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-500-00-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-510-00-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-520-00-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-530-00-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-540-00-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-560-00-01	1	AVIO	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		20-570-00-01	1	AVIO	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-580-00-01	1	AVIO	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		20-590-00-01	1	AVIO	0.500000
