WP	WO	TC	sequence	scope	est-min
VQ-BBQ/H-21 12Y+6Y+LDG		57-836-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-838-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-840-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-842-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-844-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-846-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-848-01-01	1	MECH-LDG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-850-01-01	1	MECH-LDG	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-852-01-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-854-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-856-01-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-858-01-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-860-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-862-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-864-01-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-868-01-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-870-01-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-872-02-01	1	MECH-EXT	0.333333
VQ-BBQ/H-21 12Y+6Y+LDG		57-872-02-01	2	MECH-EXT	0.333333
VQ-BBQ/H-21 12Y+6Y+LDG		57-872-02-01	3	MECH-EXT	0.333333
VQ-BBQ/H-21 12Y+6Y+LDG		57-876-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-878-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-880-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-882-02-01	1	MECH-EXT	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-884-02-01	1	MECH-EXT	3.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-886-02-01	1	MECH-EXT	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-894-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-898-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-902-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-904-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-906-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-908-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-910-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-912-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-914-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-916-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-918-02-01	1	MECH-LDG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-922-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-924-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-926-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-928-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-930-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-932-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-934-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-938-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-940-02-01	1	MECH-EXT	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		57-950-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-952-01-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-960-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		57-962-02-01	1	MECH-EXT	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		70-800-01-01	1	MECH-ENG	0.316666
VQ-BBQ/H-21 12Y+6Y+LDG		70-802-01-01	1	MECH-ENG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		70-804-01-01	1	MECH-ENG	0.800000
VQ-BBQ/H-21 12Y+6Y+LDG		70-806-01-01	1	MECH-ENG	0.700000
VQ-BBQ/H-21 12Y+6Y+LDG		70-808-01-01	1	MECH-ENG	0.700000
VQ-BBQ/H-21 12Y+6Y+LDG		70-810-02-01	1	MECH-ENG	0.300000
VQ-BBQ/H-21 12Y+6Y+LDG		70-812-02-01	1	MECH-ENG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		70-814-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		70-816-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		70-818-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		71-010-01-01	1	MECH-ENG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		71-010-02-01	1	MECH-ENG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		71-040-01-01	1	MECH-ENG	3.500000
VQ-BBQ/H-21 12Y+6Y+LDG		71-040-01-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		71-040-02-01	1	MECH-ENG	3.500000
VQ-BBQ/H-21 12Y+6Y+LDG		71-040-02-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		72-020-01-01	1	MECH-ENG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		72-020-02-01	1	MECH-ENG	1.500000
VQ-BBQ/H-21 12Y+6Y+LDG		72-025-01-01	1	MECH-ENG	30.000000
VQ-BBQ/H-21 12Y+6Y+LDG		72-025-02-01	1	MECH-ENG	30.000000
VQ-BBQ/H-21 12Y+6Y+LDG		72-180-01-01	1	NDT	3.200000
VQ-BBQ/H-21 12Y+6Y+LDG		72-180-02-01	1	NDT	3.200000
VQ-BBQ/H-21 12Y+6Y+LDG		72-200-01-02	1	NDT	6.400000
VQ-BBQ/H-21 12Y+6Y+LDG		72-200-02-02	1	NDT	6.400000
VQ-BBQ/H-21 12Y+6Y+LDG		72-210-01-01	1	NDT	1.600000
VQ-BBQ/H-21 12Y+6Y+LDG		72-320-01-01	1	MECH-ENG	3.000000
VQ-BBQ/H-21 12Y+6Y+LDG		72-320-01-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		72-320-02-01	1	MECH-ENG	3.000000
VQ-BBQ/H-21 12Y+6Y+LDG		72-320-02-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		73-010-01-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		73-010-01-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		73-010-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		73-010-02-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		73-020-01-01	1	MECH-ENG	0.250000
VQ-BBQ/H-21 12Y+6Y+LDG		74-020-01-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		74-020-01-01	2	MECH-ENG	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		74-020-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		74-020-02-01	2	MECH-ENG	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		78-060-01-01	1	MECH-ENG	4.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-060-01-01	2	MECH-ENG	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		78-060-02-01	1	MECH-ENG	4.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-060-02-01	2	MECH-ENG	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG		78-070-01-01	1	MECH-ENG	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-070-02-01	1	MECH-ENG	2.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-100-01-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-100-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-110-01-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-110-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		78-120-01-01	1	MECH-ENG	0.100000
VQ-BBQ/H-21 12Y+6Y+LDG		78-120-02-01	1	MECH-ENG	0.100000
VQ-BBQ/H-21 12Y+6Y+LDG		79-010-01-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		79-010-01-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		79-010-02-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		79-010-02-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		79-040-01-01	1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG		79-040-01-01	2	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		80-010-01-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG		80-010-02-01	1	MECH-ENG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG	5572417		1	AVIO	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572417		1	AVIO	48.200000
VQ-BBQ/H-21 12Y+6Y+LDG	5572417		2	AVIO	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572417		2	AVIO	58.900000
VQ-BBQ/H-21 12Y+6Y+LDG	5572418		1	MECH-ENG	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572418		1	MECH-ENG	165.866666
VQ-BBQ/H-21 12Y+6Y+LDG	5572418		2	MECH-ENG	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572418		2	MECH-ENG	202.733333
VQ-BBQ/H-21 12Y+6Y+LDG	5572419		1	MECH-EXT	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572419		1	MECH-EXT	140.983333
VQ-BBQ/H-21 12Y+6Y+LDG	5572419		2	MECH-EXT	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572419		2	MECH-EXT	172.316666
VQ-BBQ/H-21 12Y+6Y+LDG	5572420		1	MECH-INT	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572420		1	MECH-INT	418.733333
VQ-BBQ/H-21 12Y+6Y+LDG	5572420		2	MECH-INT	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572420		2	MECH-INT	511.783333
VQ-BBQ/H-21 12Y+6Y+LDG	5572421		1	MECH-LDG	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572421		1	MECH-LDG	30.866666
VQ-BBQ/H-21 12Y+6Y+LDG	5572421		2	MECH-LDG	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572421		2	MECH-LDG	37.733333
VQ-BBQ/H-21 12Y+6Y+LDG	5572423		1	RUNH	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG	5572423		2	RUNH	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG	5572423		2	MECH	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG	5572423		3	RUNH	0.083333
VQ-BBQ/H-21 12Y+6Y+LDG	5572425		1	MECH-ENG	5.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572425		2	MECH-ENG	5.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572426		1	WASH	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572427		1	MECH-ENG	1.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572427		1	MECH-LDG	0.500000
VQ-BBQ/H-21 12Y+6Y+LDG	5572428		1	WASH	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572429		1	WASH	0.000000
VQ-BBQ/H-21 12Y+6Y+LDG	5572430		1	ADM	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG	5572430		2	ADM	0.016666
VQ-BBQ/H-21 12Y+6Y+LDG	5572430		3	ADM	0.016666
GFR/H-21-TU/BRIDGE CHECK		327000-FUT-10000-1-000	2	MECH	0.100000
GFR/H-21-TU/BRIDGE CHECK		256521-RAI-10005-1-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		255000-DVI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		251100-DVI-10030-1-000	2	MECH	0.300000
GFR/H-21-TU/BRIDGE CHECK		535151-SDI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		575308-SDI-10000-2-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		575208-SDI-10000-2-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		361100-RAI-10010-1-000	1	MECH	0.500000
GFR/H-21-TU/BRIDGE CHECK		ZL-115-GVI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		ZL-113-GVI-10000-1-000	2	MECH	1.800000
GFR/H-21-TU/BRIDGE CHECK		521102-SDI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		282500-CSA-10000-1-000	2	MECH	0.100000
GFR/H-21-TU/BRIDGE CHECK		ZL-290-GVI-10000-2-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		ZL-263-GVI-10000-1-000	2	MECH	0.500000
GFR/H-21-TU/BRIDGE CHECK		ZL-260-GVI-10030-1-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		ZL-255-GVI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		ZL-253-GVI-10020-1-000	2	MECH	0.600000
GFR/H-21-TU/BRIDGE CHECK		ZL-250-GVI-10030-1-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		ZL-243-GVI-10000-1-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		ZL-242-GVI-10000-1-000	2	MECH	0.900000
GFR/H-21-TU/BRIDGE CHECK		ZL-240-GVI-10030-1-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		ZL-233-GVI-10000-1-000	2	MECH	0.250000
GFR/H-21-TU/BRIDGE CHECK		ZL-233-GVI-10000-1-000	3	AVIO	0.250000
GFR/H-21-TU/BRIDGE CHECK		ZL-231-GVI-10010-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		ZL-230-GVI-10030-1-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		ZL-223-GVI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		ZL-221-GVI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		ZL-220-GVI-10030-1-000	2	MECH	1.000000
GFR/H-21-TU/BRIDGE CHECK		ZL-213-GVI-10000-2-000	2	MECH	0.400000
GFR/H-21-TU/BRIDGE CHECK		712000-DVI-10000-2-000	2	MECH	0.300000
GFR/H-21-TU/BRIDGE CHECK		712000-DVI-10000-2-000	3	MECH	0.300000
GFR/H-21-TU/BRIDGE CHECK		538117-SDI-10010-1-000	2	MECH	0.400000
GFR/H-21-TU/BRIDGE CHECK		538117-SDI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		536153-GVI-10000-1-000	2	MECH	0.100000
GFR/H-21-TU/BRIDGE CHECK		536121-DVI-10010-1-000	2	MECH	0.100000
GFR/H-21-TU/BRIDGE CHECK		535151-GVI-10000-1-000	2	MECH	0.100000
GFR/H-21-TU/BRIDGE CHECK		535132-DVI-10000-2-000	2	MECH	0.100000
GFR/H-21-TU/BRIDGE CHECK		533111-DVI-10000-1-000	2	MECH	0.200000
GFR/H-21-TU/BRIDGE CHECK		531157-DVI-10000-1-000	2	MECH	3.600000
GFR/H-21-TU/BRIDGE CHECK		523102-DVI-10010-1-000	2	MECH	0.300000
GFR/H-21-TU/BRIDGE CHECK		351000-OPT-10000-1-000	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		21-030-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		25-400-00	2	MECH	0.050000
OK-FTP/H-21 BRIDGE		27-098-01	2	MECH	0.800000
OK-FTP/H-21 BRIDGE		27-220-02	2	MECH	0.400000
OK-FTP/H-21 BRIDGE	5540996		1	LM2	1.000000
OK-FTP/H-21 BRIDGE	5541008		1	LM2	1.000000
OK-FTP/H-21 BRIDGE	5541026		1	LM2	1.000000
OK-FTP/H-21 BRIDGE	5528901		1	LM1	0.600000
OK-FTP/H-21 BRIDGE	5528906		1	LM1	0.600000
OK-FTP/H-21 BRIDGE	5528916		1	LM1	0.600000
OK-FTP/H-21 BRIDGE	5542454		1	LM2	0.250000
OK-FTP/H-21 BRIDGE	5545438		2	MECH	0.333333
OK-FTP/H-21 BRIDGE	5545438		3	MECH	1.000000
OK-FTP/H-21 BRIDGE	5545438		4	MECH	5.000000
OK-FTP/H-21 BRIDGE	5545438		5	MECH	2.000000
OK-FTP/H-21 BRIDGE	5545438		6	MECH	2.500000
OK-FTP/H-21 BRIDGE	5545438		6	MECH	0.000000
OK-FTP/H-21 BRIDGE	5545438		7	MECH	1.000000
OK-FTP/H-21 BRIDGE	5545438		8	MECH	0.250000
OK-FTP/H-21 BRIDGE	5545438		9	MECH	0.750000
OK-FTP/H-21 BRIDGE	5545438		9	RUNH	1.250000
OK-FTP/H-21 BRIDGE	5545714		2	MECH	0.333333
OK-FTP/H-21 BRIDGE	5545714		3	MECH	1.000000
OK-FTP/H-21 BRIDGE	5545714		4	MECH	5.000000
OK-FTP/H-21 BRIDGE	5545714		5	MECH	2.000000
OK-FTP/H-21 BRIDGE	5545714		6	MECH	2.500000
OK-FTP/H-21 BRIDGE	5545714		6	MECH	0.000000
OK-FTP/H-21 BRIDGE	5545714		7	MECH	1.000000
OK-FTP/H-21 BRIDGE	5545714		8	MECH	0.250000
OK-FTP/H-21 BRIDGE	5545714		9	MECH	0.750000
OK-FTP/H-21 BRIDGE	5545714		9	RUNH	1.250000
OK-FTP/H-21 BRIDGE		57-030-00	2		0.500000
OK-FTP/H-21 BRIDGE		57-270-02	2		2.000000
OK-FTP/H-21 BRIDGE		57-270-01	2		2.000000
OK-FTP/H-21 BRIDGE		32-804-01	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		32-800-00	2	MECH	0.050000
OK-FTP/H-21 BRIDGE		52-806-02	2	MECH	0.033333
OK-FTP/H-21 BRIDGE		32-808-02	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		52-800-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		52-802-02	2	MECH	0.033333
OK-FTP/H-21 BRIDGE		53-812-00	2	MECH	0.133333
OK-FTP/H-21 BRIDGE		53-800-00	2	MECH	0.333333
OK-FTP/H-21 BRIDGE		53-830-00	2	MECH	0.333333
OK-FTP/H-21 BRIDGE		53-818-00	2	MECH	0.083333
OK-FTP/H-21 BRIDGE		53-844-00	2	MECH	0.333333
OK-FTP/H-21 BRIDGE		53-836-00	2	MECH	0.133333
OK-FTP/H-21 BRIDGE		53-870-00	2	MECH	0.166666
OK-FTP/H-21 BRIDGE		53-894-00	2	MECH	0.083333
OK-FTP/H-21 BRIDGE		53-892-00	2	MECH	0.166666
OK-FTP/H-21 BRIDGE		53-872-00	2	MECH	0.166666
OK-FTP/H-21 BRIDGE		53-890-00	2	MECH	0.166666
OK-FTP/H-21 BRIDGE		55-800-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		57-802-01	2	MECH	0.133333
OK-FTP/H-21 BRIDGE		57-872-02	2	MECH	0.133333
OK-FTP/H-21 BRIDGE		70-802-01	2	MECH	0.066666
OK-FTP/H-21 BRIDGE		57-950-01	2	MECH	0.050000
OK-FTP/H-21 BRIDGE		57-952-01	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		70-818-02	2	MECH	0.050000
OK-FTP/H-21 BRIDGE		70-810-02	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		70-800-01	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		57-962-02	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		20-030-02	2	MECH	1.000000
OK-FTP/H-21 BRIDGE		20-030-01	2	MECH	1.000000
OK-FTP/H-21 BRIDGE		20-110-01	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		20-110-02	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		21-020-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		21-015-00	2	MECH	0.250000
OK-FTP/H-21 BRIDGE		21-100-00	2	MECH	0.900000
OK-FTP/H-21 BRIDGE		21-040-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		21-060-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		21-050-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		21-010-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		21-150-00	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		23-030-00	2	AVIO	1.500000
OK-FTP/H-21 BRIDGE		23-060-00	2	AVIO	0.300000
OK-FTP/H-21 BRIDGE		23-080-00	2	AVIO	0.300000
OK-FTP/H-21 BRIDGE		23-050-00	2	AVIO	0.300000
OK-FTP/H-21 BRIDGE		24-040-02	2	AVIO	0.500000
OK-FTP/H-21 BRIDGE		24-040-01	2	AVIO	0.500000
OK-FTP/H-21 BRIDGE		24-010-02	2	AVIO	0.500000
OK-FTP/H-21 BRIDGE		24-010-01	2	AVIO	0.500000
OK-FTP/H-21 BRIDGE		24-020-02	2	AVIO	0.100000
OK-FTP/H-21 BRIDGE		24-020-01	2	AVIO	0.100000
OK-FTP/H-21 BRIDGE		23-100-00	2	AVIO	0.333333
OK-FTP/H-21 BRIDGE		23-100-00	3	AVIO	0.166666
OK-FTP/H-21 BRIDGE		24-100-00	2	AVIO	0.100000
OK-FTP/H-21 BRIDGE		24-050-02	2	AVIO	0.200000
OK-FTP/H-21 BRIDGE		24-050-01	2	AVIO	0.200000
OK-FTP/H-21 BRIDGE		24-030-02	2	AVIO	0.100000
OK-FTP/H-21 BRIDGE		24-030-01	2	AVIO	0.100000
OK-FTP/H-21 BRIDGE		25-040-00	2	MECH	1.000000
OK-FTP/H-21 BRIDGE		25-030-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		25-010-01	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		25-090-00	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		25-070-00	2	MECH	1.000000
OK-FTP/H-21 BRIDGE		25-020-00	2	MECH	0.600000
OK-FTP/H-21 BRIDGE		25-010-02	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		25-100-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		25-050-00	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		25-045-00	2	MECH	2.000000
OK-FTP/H-21 BRIDGE		25-170-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		25-370-00	2	MECH	0.050000
OK-FTP/H-21 BRIDGE		26-010-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		26-030-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		26-020-00	2	MECH	0.450000
OK-FTP/H-21 BRIDGE		26-050-00	2	MECH	0.050000
OK-FTP/H-21 BRIDGE		26-300-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		26-310-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-011-00	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		27-026-02	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-026-01	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		27-013-02	2	MECH	0.600000
OK-FTP/H-21 BRIDGE		27-013-01	2	MECH	0.600000
OK-FTP/H-21 BRIDGE		27-016-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-036-00	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		27-040-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		27-043-00	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		27-041-00	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		27-034-02	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		27-034-01	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		27-056-00	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		27-046-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-070-00	2	MECH	0.750000
OK-FTP/H-21 BRIDGE		27-086-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		27-076-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		27-099-00	2	MECH	1.400000
OK-FTP/H-21 BRIDGE		27-093-00	2	MECH	1.000000
OK-FTP/H-21 BRIDGE		27-114-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-136-01	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-116-00	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		27-154-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		27-152-02	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-136-02	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-170-01	2	MECH	0.600000
OK-FTP/H-21 BRIDGE		27-152-01	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-176-01	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-171-01	2	MECH	0.600000
OK-FTP/H-21 BRIDGE		27-170-02	2	MECH	0.600000
OK-FTP/H-21 BRIDGE		27-171-02	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		27-187-00	2	MECH	0.050000
OK-FTP/H-21 BRIDGE		27-186-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-178-00	2	MECH	0.200000
OK-FTP/H-21 BRIDGE		27-176-02	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-182-01	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-182-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-196-00	2	MECH	0.500000
OK-FTP/H-21 BRIDGE		27-190-00	2	MECH	0.750000
OK-FTP/H-21 BRIDGE		27-191-00	2	MECH	0.750000
OK-FTP/H-21 BRIDGE		27-182-02	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-220-01	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-218-00	2	MECH	0.300000
OK-FTP/H-21 BRIDGE		27-214-00	2	MECH	0.100000
OK-FTP/H-21 BRIDGE		27-215-02	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-215-01	2	MECH	0.400000
OK-FTP/H-21 BRIDGE		27-222-01	2	MECH	0.400000
